Epoch,Loss,Train_AUC
173,0.0003400518326088786,1.0
174,0.0006374786607921124,1.0
175,0.0003885501064360142,1.0
176,0.0003872547240462154,1.0
177,0.0003808563924394548,1.0
178,0.0003484317276161164,1.0
179,0.0003946040233131498,1.0
180,0.0003826211323030293,1.0
181,0.00034509081160649657,1.0
182,0.00035614470834843814,1.0
183,0.0003700524684973061,1.0
184,0.00038576318183913827,1.0
185,0.0003703023539856076,1.0
186,0.00038905287510715425,1.0
187,0.0003530301037244499,1.0
188,0.0003362935967743397,1.0
189,0.0003302752738818526,1.0
190,0.00030329852597787976,1.0
191,0.0003777545061893761,1.0
192,0.00034713695640675724,1.0
193,0.0003379091212991625,1.0
194,0.0003547112282831222,1.0
195,0.00031061749905347824,1.0
196,0.0002791225560940802,1.0
197,0.0003121145418845117,1.0
198,0.0003519096062518656,1.0
199,0.00034540562774054706,1.0
200,0.00031842838507145643,1.0
201,0.000369329092791304,1.0
202,0.00030334157054312527,1.0
203,0.00031431857496500015,1.0
204,0.00030972916283644736,1.0
205,0.000307011156110093,1.0
206,0.00038230535574257374,1.0
207,0.0003695743507705629,1.0
208,0.000321998872095719,1.0
209,0.00029198607080616057,1.0
210,0.00030001348932273686,1.0
211,0.0002859751111827791,1.0
212,0.00030657227034680545,1.0
213,0.00028060292243026197,1.0
214,0.0002739929186645895,1.0
215,0.00029887075652368367,1.0
216,0.0002708164684008807,1.0
217,0.0003022655437234789,1.0
218,0.00030379125382751226,1.0
219,0.00029115151846781373,1.0
220,0.0002641283208504319,1.0
221,0.00028790711075998843,1.0
222,0.00028422533068805933,1.0
223,0.00027073867386206985,1.0
224,0.00028079774347133934,1.0
225,0.00026555266231298447,1.0
226,0.0002624159387778491,1.0
227,0.00028032046975567937,1.0
228,0.0003514364652801305,1.0
229,0.00024276736075989902,1.0
230,0.00028588189161382616,1.0
231,0.0002447308215778321,1.0
232,0.0002830321609508246,1.0
233,0.0002611865056678653,1.0
234,0.00025324508897028863,1.0
235,0.00027696130564436316,1.0
236,0.00023868486459832639,1.0
237,0.00026495420024730265,1.0
238,0.00030591042013838887,1.0
239,0.00026126709417439997,1.0
240,0.00024907191982492805,1.0
241,0.00027703650994226336,1.0
242,0.0002389620349276811,1.0
243,0.00022039914620108902,1.0
244,0.0002545890165492892,1.0
245,0.00032471391023136675,1.0
246,0.0002574686659500003,1.0
247,0.00025517845642752945,1.0
248,0.00024514461983926594,1.0
249,0.00023355410667136312,1.0
250,0.00022698217071592808,1.0
251,0.0002963894512504339,1.0
252,0.00026792578864842653,1.0
253,0.0002279663603985682,1.0
254,0.00023833898012526333,1.0
255,0.0002581041189841926,1.0
256,0.0002234627609141171,1.0
257,0.00020712183322757483,1.0
258,0.0002002851542783901,1.0
259,0.00021175559959374368,1.0
260,0.0002612957905512303,1.0
261,0.00023390873684547842,1.0
262,0.0002103001024806872,1.0
263,0.00022650943719781935,1.0
264,0.00020712680998258293,1.0
265,0.0002195459237555042,1.0
266,0.00019705350860022008,1.0
267,0.00022317204275168478,1.0
268,0.00021271314471960068,1.0
269,0.00026378073380328715,1.0
270,0.00019915922894142568,1.0
271,0.00020741623302455992,1.0
272,0.00019280525157228112,1.0
273,0.00021812097111251205,1.0
274,0.00023049091396387666,1.0
275,0.00020055010099895298,1.0
276,0.00019215804059058428,1.0
277,0.0001779792655725032,1.0
278,0.00020449183648452163,1.0
279,0.00026900149532593787,1.0
280,0.0002222596522187814,1.0
281,0.0002572355151642114,1.0
282,0.0004830731777474284,1.0
283,0.0002088221808662638,1.0
284,0.00022100050409790128,1.0
285,0.00020840692741330713,1.0
286,0.0002022387634497136,1.0
287,0.00017593287338968366,1.0
288,0.00020329355902504176,1.0
289,0.0002384393592365086,1.0
290,0.00021627996466122568,1.0
291,0.00018751012976281345,1.0
292,0.00019857846200466156,1.0
293,0.00019470922416076064,1.0
294,0.0002208121441071853,1.0
295,0.0002033161581493914,1.0
296,0.00022145858383737504,1.0
297,0.00018078653374686837,1.0
298,0.0002048625610768795,1.0
299,0.00016801107267383486,1.0
300,0.00020726255024783313,1.0
301,0.0002166607155231759,1.0
302,0.0001827834639698267,1.0
303,0.00022379490837920457,1.0
304,0.00022874443675391376,1.0
305,0.0002019867824856192,1.0
306,0.00017159394337795675,1.0
307,0.0001795292046153918,1.0
308,0.00017003210086841136,1.0
309,0.00020244055485818535,1.0
310,0.0001965834671864286,1.0
311,0.00017151744395960122,1.0
312,0.00018296508642379194,1.0
313,0.00018087633361574262,1.0
314,0.00020906233112327754,1.0
315,0.00021167195518501103,1.0
316,0.00018185321823693812,1.0
317,0.0001840679906308651,1.0
318,0.00018555425049271435,1.0
319,0.0001709521166048944,1.0
320,0.0002206828212365508,1.0
321,0.00018401409033685923,1.0
322,0.00019825382332783192,1.0
323,0.00019671783957164735,1.0
324,0.000169233389897272,1.0
325,0.0001527376880403608,1.0
326,0.00024898245465010405,1.0
327,0.00018723071843851358,1.0
328,0.0001865723024820909,1.0
329,0.0001400068576913327,1.0
330,0.0001900991628644988,1.0
331,0.00018049984646495432,1.0
332,0.00018324780103284866,1.0
333,0.00018115394050255418,1.0
334,0.00019798334687948227,1.0
335,0.00020367400429677218,1.0
336,0.00017451660824008286,1.0
337,0.00016386553761549294,1.0
338,0.00018566336075309664,1.0
339,0.00016436315490864217,1.0
340,0.0001782053295755759,1.0
341,0.0001639882248127833,1.0
342,0.0001627297606319189,1.0
343,0.00016635119391139597,1.0
344,0.00021033610391896218,1.0
345,0.00020295345166232437,1.0
346,0.00016230654728133231,1.0
347,0.00017001571541186422,1.0
348,0.00016858252638485283,1.0
349,0.00018912809900939465,1.0
350,0.00016072782455012202,1.0
351,0.00016790632798802108,1.0
352,0.0002098545228363946,1.0
353,0.00015198647452052683,1.0
354,0.00017747664242051542,1.0
355,0.00015019113197922707,1.0
356,0.0001760914601618424,1.0
357,0.00014894171908963472,1.0
358,0.0001634124491829425,1.0
359,0.0001591897162143141,1.0
360,0.00016169072478078306,1.0
361,0.0001703927555354312,1.0
362,0.0001414213766111061,1.0
363,0.00016069348203018308,1.0
364,0.00018099116277880967,1.0
365,0.00020635388500522822,1.0
366,0.00015874599921517074,1.0
367,0.00015533732948824763,1.0
368,0.00014343165094032884,1.0
369,0.0001798749581212178,1.0
370,0.00016572486492805183,1.0
371,0.0001435997837688774,1.0
372,0.0001551230379845947,1.0
373,0.00014809776621405035,1.0
374,0.00016336711996700615,1.0
375,0.00014142526197247207,1.0
376,0.00013935005699750036,1.0
377,0.00018186109082307667,1.0
378,0.0001642942224862054,1.0
379,0.00017913125338964164,1.0
380,0.0001636859669815749,1.0
381,0.000161039613885805,1.0
382,0.0001538278447696939,1.0
383,0.00016676302766427398,1.0
384,0.00015493894170504063,1.0
385,0.00016456916637253016,1.0
386,0.00016030743427108973,1.0
387,0.0001370398240396753,1.0
388,0.0001763578475220129,1.0
389,0.00013636995572596788,1.0
390,0.0001319742004852742,1.0
391,0.0001263319718418643,1.0
392,0.0001469568960601464,1.0
393,0.000144359830301255,1.0
394,0.00013579396181739867,1.0
395,0.0001657304383115843,1.0
396,0.00018018683476839215,1.0
397,0.00012048864300595596,1.0
398,0.0001700201682979241,1.0
399,0.00014700536848977208,1.0
400,0.0001415380829712376,1.0
401,0.00014269967505242676,1.0
402,0.00016859668539837003,1.0
403,0.00013700076669920236,1.0
404,0.00012589196558110416,1.0
405,0.00012457085540518165,1.0
406,0.0001682562578935176,1.0
407,0.0001497671619290486,1.0
408,0.00015251938020810485,1.0
409,0.0001573214103700593,1.0
410,0.00013748189667239785,1.0
411,0.0001406998053425923,1.0
412,0.00012633159349206835,1.0
413,0.0001373811683151871,1.0
414,0.00013396958820521832,1.0
415,0.00013618804223369807,1.0
416,0.00014164199819788337,1.0
417,0.00011709419777616858,1.0
418,0.00013744138414040208,1.0
419,0.00014901557005941868,1.0
420,0.0001225995656568557,1.0
421,0.00014644530892837793,1.0
422,0.00013575798948295414,1.0
423,0.00012343151320237666,1.0
424,0.00014775975432712585,1.0
425,0.00013935213792137802,1.0
426,0.00014996498066466302,1.0
427,0.0001520362275186926,1.0
428,0.00015746441204100847,1.0
429,0.0001703062589513138,1.0
430,0.00013556258636526763,1.0
431,0.00014749602996744215,1.0
432,0.00014966701564844698,1.0
433,0.0001302473683608696,1.0
434,0.00012473706738092005,1.0
435,0.00012254048488102853,1.0
436,0.00014785675739403814,1.0
437,0.0001231146598001942,1.0
438,0.0001282231678487733,1.0
439,0.00011542381253093481,1.0
440,0.00012715089542325586,1.0
441,0.00013793163816444576,1.0
442,0.00012549589155241847,1.0
443,0.00016153242904692888,1.0
444,0.00013815396232530475,1.0
445,0.00013540782674681395,1.0
446,0.000131832406623289,1.0
447,0.0001113417893066071,1.0
448,0.00013751992082688957,1.0
449,0.00012739887461066246,1.0
450,0.0001457476755604148,1.0
451,0.00013363231846597046,1.0
452,0.0001236552925547585,1.0
453,0.00012851109204348177,1.0
454,0.00014858876238577068,1.0
455,0.00012361290282569826,1.0
456,0.0001333173713646829,1.0
457,0.000123895428259857,1.0
458,0.00012099299055989832,1.0
459,0.0001319909206358716,1.0
460,0.00010450664558447897,1.0
461,0.00014954869402572513,1.0
462,0.00011955624358961359,1.0
463,0.00013451004633679986,1.0
464,0.00012871649232693017,1.0
465,0.00012809310283046216,1.0
466,0.00013916159514337778,1.0
467,0.000134398796944879,1.0
468,0.00024195843434426934,1.0
469,0.00013822912296745926,1.0
470,0.00012922070163767785,1.0
471,0.00012550631072372198,1.0
472,0.0001161314794444479,1.0
473,0.00011591357906581834,1.0
474,0.00012153786519775167,1.0
475,0.00013268072507344186,1.0
476,0.00010848190868273377,1.0
477,0.00012995190627407283,1.0
478,0.0001292772649321705,1.0
479,0.00011717875167960301,1.0
480,0.00014504132559522986,1.0
481,0.00013872174895368516,1.0
482,0.00013360573211684823,1.0
483,0.00013484223745763302,1.0
484,0.00014723146159667522,1.0
485,0.00010932853911072016,1.0
486,0.00013916492753196508,1.0
487,0.00016977640916593373,1.0
488,0.00013343481987249106,1.0
489,0.00012062423775205389,1.0
490,0.00013906933600082994,1.0
491,0.000126283906865865,1.0
492,0.00011626000195974484,1.0
493,0.00016013681306503713,1.0
494,0.0001242811413249001,1.0
495,0.00013245524314697832,1.0
496,0.0001122517860494554,1.0
497,0.00011388256825739518,1.0
498,0.0001214741641888395,1.0
499,0.00012134882854297757,1.0
500,0.000132356071844697,1.0
501,0.00014669053780380636,1.0
502,0.0001057185436366126,1.0
503,0.00019631658506114036,1.0
504,0.00011997250840067863,1.0
505,0.00012618435721378773,1.0
506,0.0001210436676046811,1.0
507,0.00014391519653145224,1.0
508,0.00011737723980331793,1.0
509,0.00012638935004360974,1.0
510,0.00012492040696088225,1.0
511,0.00018195415032096207,1.0
512,0.00012472551316022873,1.0
513,0.00012247789709363133,1.0
514,0.00011947873281314969,1.0
515,0.00011129584163427353,1.0
516,0.00011961727432208136,1.0
517,0.00011679604358505458,1.0
518,0.0001234656956512481,1.0
519,0.00010833639680640772,1.0
520,0.0001038425907609053,1.0
521,0.00012272075400687754,1.0
522,0.00011785460083046928,1.0
523,0.00014508917229250073,1.0
524,0.00011429950245656073,1.0
525,0.00012295233318582177,1.0
526,0.00014344442752189934,1.0
527,0.0001278073905268684,1.0
528,0.00011476367944851518,1.0
529,0.00011409797298256308,1.0
530,0.00012458987475838512,1.0
531,0.00014607321645598859,1.0
532,0.00011126005847472697,1.0
533,0.00012273753236513585,1.0
534,0.00011182834714418277,1.0
535,0.0001231700589414686,1.0
536,0.00011606935004238039,1.0
537,0.00011028950393665582,1.0
538,0.00012024511670460925,1.0
539,0.00012521632015705109,1.0
540,0.0001257125986739993,1.0
541,0.00010796397691592574,1.0
542,0.00013963731180410832,1.0
543,0.00012892305676359683,1.0
544,0.0001441801869077608,1.0
545,0.00011642344179563224,1.0
546,0.0001222779246745631,1.0
547,0.00010718953853938729,1.0
548,0.00011934271606151015,1.0
549,0.00011739585170289502,1.0
550,0.00015084525512065738,1.0
551,0.00012476198025979102,1.0
552,9.428636258235201e-05,1.0
553,0.00011035808711312711,1.0
554,0.0001138298466685228,1.0
555,9.827101894188672e-05,1.0
556,0.00011842969979625195,1.0
557,0.00014213086978998035,1.0
558,0.0001391737605445087,1.0
559,0.00013990601291880012,1.0
560,0.0001128313597291708,1.0
561,0.00010131795716006309,1.0
562,0.0001315446279477328,1.0
563,0.00011189821816515177,1.0
564,0.00011709120008163154,1.0
565,0.00011480737157398835,1.0
566,0.00012064802285749465,1.0
567,0.00011655698472168297,1.0
568,0.00014145529712550342,1.0
569,0.00010873715655179694,1.0
570,0.00013018731260672212,1.0
571,0.00011113927757833153,1.0
572,0.00012469830107875168,1.0
573,0.00013021210907027125,1.0
574,0.0001267394400201738,1.0
575,0.00011424242984503508,1.0
576,0.0001196290977532044,1.0
577,0.0001131334065576084,1.0
578,0.00010125265544047579,1.0
579,0.00011107824684586376,1.0
580,0.00012845541641581804,1.0
581,0.0001260865683434531,1.0
582,0.00011246623762417585,1.0
583,0.00010936603939626366,1.0
584,0.00012919549772050232,1.0
585,0.00013268525071907789,1.0
586,0.00014035042840987444,1.0
587,0.00011388188431737944,1.0
588,0.0001119447624660097,1.0
589,0.00011217666906304657,1.0
590,0.0001326151832472533,1.0
591,0.0001290513318963349,1.0
592,0.00011715057917172089,1.0
593,0.00011556854587979615,1.0
594,0.0001163096894742921,1.0
595,0.00011419999646022916,1.0
596,0.00011179374996572733,1.0
597,0.00012396482634358108,1.0
598,0.00012649950804188848,1.0
599,0.0001597480004420504,1.0
600,0.0001029976483550854,1.0
601,0.00010266515891999006,1.0
602,0.00011248746159253642,1.0
603,0.00010460543853696436,1.0
604,0.00011721597547875717,1.0
605,0.00010916736937360838,1.0
606,0.00010674692748580128,1.0
607,0.0001278558629564941,1.0
608,0.00013641211262438446,1.0
609,0.00011150021600769833,1.0
610,0.00013379681331571192,1.0
611,0.00011375713802408427,1.0
612,0.00013433361891657114,1.0
613,0.0001317001588176936,1.0
614,0.00014814843598287553,1.0
615,0.00011582602746784687,1.0
616,0.00011056391667807475,1.0
617,0.00010781068704091012,1.0
618,0.00012663067900575697,1.0
619,0.00010864077921723947,1.0
620,0.00010865090735023841,1.0
621,0.00011265608191024512,1.0
622,0.0001246495812665671,1.0
623,0.00013033414143137634,1.0
624,0.00011344195809215307,1.0
625,0.0001148943483713083,1.0
626,0.0001239536504726857,1.0
627,0.00012799839896615595,1.0
628,0.00013799329462926835,1.0
629,0.00013431112165562809,1.0
630,0.00012217456242069602,1.0
631,0.00010779403964988887,1.0
632,0.00011453676415840164,1.0
633,0.00010277979163220152,1.0
634,0.0001486084220232442,1.0
635,0.00012093056284356862,1.0
636,0.00012065350892953575,1.0
637,0.0001194625801872462,1.0
638,0.00012056500418111682,1.0
639,0.00012057801359333098,1.0
640,0.00011000507947755978,1.0
641,0.00013224856229498982,1.0
642,0.00011834211181849241,1.0
643,0.00011188988719368353,1.0
644,0.0001014938170555979,1.0
645,0.00011136926332255825,1.0
646,0.00011403125972719863,1.0
647,9.78184980340302e-05,1.0
648,0.00011186359915882349,1.0
649,0.00010749237844720483,1.0
650,0.00011784995876951143,1.0
651,0.00010879136243602261,1.0
652,0.00013295943790581077,1.0
653,0.00010284653399139643,1.0
654,0.00010550343722570688,1.0
655,0.00013207845040597022,1.0
656,0.0001147289585787803,1.0
657,0.00010448943794472143,1.0
658,0.0001449013943783939,1.0
659,0.00010323425522074103,1.0
660,0.00010754857066785917,1.0
661,0.000113522975880187,1.0
662,0.000123872552649118,1.0
663,0.00014467246364802122,1.0
664,0.00013127687270753086,1.0
665,0.00013621864491142333,1.0
666,0.00012295867782086134,1.0
667,0.00011547309986781329,1.0
668,0.00011329978588037193,1.0
669,0.00011566750617930666,1.0
670,9.807650349102914e-05,1.0
671,0.00010790074156830087,1.0
672,0.00012449959467630833,1.0
673,0.0001081271911971271,1.0
674,0.00013213796773925424,1.0
675,0.00011814284516731277,1.0
676,0.00014840986113995314,1.0
677,0.00011510846525197849,1.0
678,0.00010975245095323771,1.0
679,0.00011804346286226064,1.0
680,0.00011739650653908029,1.0
681,0.00010849488899111748,1.0
682,0.0001147162402048707,1.0
683,0.00011933665518881753,1.0
684,0.00011708419333444908,1.0
685,0.0001103756731026806,1.0
686,0.00013112796295899898,1.0
687,9.949803643394262e-05,1.0
688,0.0001524909312138334,1.0
689,0.00013041126658208668,1.0
690,0.0001026944155455567,1.0
691,0.00012641445209737867,1.0
692,0.00010190107423113659,1.0
693,0.00011581052967812866,1.0
694,0.00011757903848774731,1.0
695,0.00011720830661943182,1.0
696,0.00013641042460221797,1.0
697,0.0001188484748126939,1.0
698,0.00011926771549042314,1.0
699,0.00014208794164005667,1.0
700,0.0001143531990237534,1.0
