hidden_channels,lr,weight_decay,dropout,focal_gamma,focal_alpha,epochs,mean_auc,std_auc,mean_f1,mean_acc
512,0.001,1e-05,0.5,1,0.5,700,0.9878213741825673,0.004123307880031517,0.9517937737166644,0.9525460020073604
128,0.001,1e-05,0.5,2,0.5,1000,0.9877844490619052,0.005477512247293766,0.9565485668271796,0.9574439611910337
512,0.001,0.0001,0.5,1,0.5,1000,0.9877644570587065,0.0043276907761999675,0.9503886084293546,0.9509066577450653
128,0.001,0.0001,0.3,2,0.75,700,0.9877459944983755,0.004474240931055209,0.9528128787036548,0.9541786550685849
128,0.001,1e-05,0.3,1,0.5,400,0.9876559758610217,0.004068077814810275,0.9491593807060072,0.950080294412847
128,0.001,1e-05,0.3,2,0.5,700,0.9876178490352494,0.004469915037917698,0.956267773162432,0.9574406155904984
128,0.001,1e-05,0.3,2,0.5,1000,0.9875986217534845,0.0038850142228616285,0.953217764081756,0.9541853462696555
256,0.001,1e-05,0.3,2,0.75,400,0.98748511524352,0.0033558499683691463,0.9472788195375837,0.9476346604215455
256,0.001,0.0001,0.5,2,0.75,700,0.9874806361608363,0.005717363760995521,0.9556637653736514,0.9566276346604216
512,0.001,1e-05,0.5,1,0.75,700,0.9874744091434463,0.005745405828615572,0.9530226789499793,0.9533690197390431
256,0.001,1e-05,0.3,2,0.5,400,0.9874390134656519,0.003839680236461443,0.9493096599839858,0.9500802944128471
256,0.001,0.0001,0.5,2,0.5,1000,0.9874296183166077,0.0050917433099455746,0.9540421010256352,0.954994981599197
256,0.001,1e-05,0.5,2,0.75,400,0.9873886510969383,0.004818609051241995,0.9515236614667675,0.9525393108062896
512,0.001,1e-05,0.5,2,0.5,700,0.9873505242711659,0.004507920969615491,0.9559053997039128,0.9566343258614921
512,0.001,0.0001,0.5,1,0.75,700,0.9872573375021577,0.00634028789919324,0.9481292939769792,0.9484409501505521
256,0.001,1e-05,0.3,2,0.5,1000,0.9871486378126345,0.005626029151666272,0.9514269225460023,0.9525393108062898
512,0.001,1e-05,0.5,2,0.5,1000,0.9871214355787739,0.004310651709590868,0.9550314318503903,0.9558079625292739
128,0.001,0.0001,0.5,2,0.75,400,0.9870534846170822,0.0045329140363000505,0.9518147019613916,0.953355637336902
256,0.001,0.0001,0.5,1,0.5,400,0.9870311984495818,0.005472294349738041,0.9588971779622391,0.9599029775844764
256,0.001,1e-05,0.5,2,0.5,400,0.9869927438860522,0.004561456184317279,0.9503358330462082,0.9517263298762128
256,0.001,0.0001,0.3,2,0.75,1000,0.9869380116805736,0.0032041469944070985,0.9517323205949564,0.9525460020073604
256,0.001,0.0001,0.5,2,0.5,400,0.9868791281301688,0.005958355928966684,0.9521299299089863,0.9533623285379725
256,0.001,0.0001,0.5,1,0.5,700,0.9868773801954628,0.005716494195544775,0.9513722703232279,0.9517162930746069
512,0.001,0.0001,0.5,2,0.75,1000,0.9868422030095066,0.006543369267663461,0.9534134314882978,0.9541853462696555
256,0.001,0.0001,0.3,2,0.5,700,0.9867490162404984,0.005901290122806234,0.9519711026340183,0.9525460020073604
256,0.001,1e-05,0.3,2,0.75,700,0.9865863490669305,0.005565013985244299,0.9527095874570624,0.9533623285379725
256,0.001,0.0001,0.3,2,0.75,400,0.9864774308855694,0.005199655072743241,0.9491991598403896,0.9500936768149882
512,0.001,1e-05,0.5,2,0.75,1000,0.9864414889781792,0.005931609859166567,0.9517532699033057,0.9525460020073602
512,0.001,1e-05,0.5,2,0.75,700,0.98637692463998,0.004726040349012849,0.9516907067594846,0.9525460020073604
512,0.001,0.0001,0.5,2,0.5,700,0.9863572603745387,0.00606385599362451,0.9513554462502147,0.9525393108062898
128,0.001,1e-05,0.5,2,0.5,400,0.9860816329206022,0.006136336930633441,0.9437499290152715,0.9451722984275678
512,0.001,0.0001,0.5,2,0.75,700,0.9858689311160781,0.005049427622914822,0.9530443702245854,0.9541719638675141
512,0.001,1e-05,0.5,1,0.5,400,0.9858374682913718,0.004652173175983592,0.9501300520208084,0.9509100033456006
512,0.001,0.0001,0.3,1,0.5,400,0.985740020931518,0.00429763193680372,0.9494483346826454,0.9500970224155235
512,0.001,1e-05,0.3,1,0.5,1000,0.985656229311554,0.007086227331871912,0.9428236497949556,0.943536299765808
256,0.001,0.0001,0.3,2,0.5,400,0.9856507670155981,0.00435530488858903,0.9482825528099541,0.94926731348277
512,0.001,0.0001,0.3,2,0.75,1000,0.9855534289016635,0.005836322622561269,0.9473289867974806,0.9484576781532285
512,0.001,0.0001,0.3,1,0.5,1000,0.985553210409825,0.0060309072302826275,0.9456341552595205,0.946002007360321
512,0.001,0.0001,0.5,2,0.75,400,0.9854773937419568,0.0065797269703659,0.9482773474784134,0.9492773502843761
512,0.001,1e-05,0.3,1,0.75,1000,0.9853480465737203,0.005307301298315391,0.951145239884536,0.9517263298762128
512,0.001,0.0001,0.3,1,0.75,400,0.9853196426347495,0.004491241510602629,0.9430154651167252,0.943536299765808
512,0.001,1e-05,0.5,2,0.75,400,0.9853078440754846,0.005432529540316192,0.9499265253372183,0.9509100033456006
512,0.001,0.0001,0.3,1,0.75,700,0.9852866503671756,0.005675508031647744,0.9455542549819862,0.946002007360321
512,0.001,1e-05,0.5,2,0.5,400,0.9852722299058518,0.005922571710487696,0.9507731940938484,0.9517229842756775
512,0.001,1e-05,0.3,1,0.75,700,0.9851570847071007,0.005106222293604856,0.9500920487420004,0.9509066577450651
512,0.001,1e-05,0.3,1,0.5,400,0.9850396453440482,0.00630001293158964,0.9453485987867529,0.9459919705587152
512,0.001,0.0001,0.5,2,0.5,1000,0.9848106658975754,0.004747389441959214,0.9559876182583998,0.9566410170625627
512,0.001,1e-05,0.3,1,0.75,400,0.9846570661352944,0.005451758323854372,0.9461550841669586,0.9468183338909334
512,0.001,1e-05,0.3,1,0.5,700,0.9846552089546694,0.005439065298332887,0.947193324876841,0.9476346604215455
512,0.001,0.0001,0.5,2,0.5,400,0.9845540472335657,0.006468260011651242,0.9500202545681619,0.9509133489461359
512,0.001,0.0001,0.3,1,0.75,1000,0.9844850038126826,0.0056008066125276266,0.9461859268879328,0.9468149882903981
512,0.001,0.0001,0.3,1,0.5,700,0.9843928002569463,0.0075223330660317955,0.9453809715783109,0.946002007360321
512,0.001,1e-05,0.3,2,0.5,1000,0.9840370955442959,0.005814621443432675,0.9471694908847204,0.9484509869521579
512,0.001,1e-05,0.3,2,0.75,1000,0.983905563457677,0.005697467382359458,0.9481854899636204,0.9492740046838406
512,0.001,1e-05,0.3,2,0.5,400,0.9835008073273424,0.0039697912596189915,0.9436501331287763,0.9451789896286383
512,0.001,0.0001,0.3,2,0.5,400,0.9830332347935142,0.004943951542254826,0.9472976521876149,0.9484476413516226
512,0.001,1e-05,0.3,2,0.75,700,0.9828232641369681,0.007348643910436331,0.9453184136583996,0.9468183338909334
512,0.001,0.0001,0.3,2,0.5,1000,0.9822583534892054,0.005518123846440992,0.9458973374666355,0.9468149882903981
512,0.001,0.0001,0.3,2,0.5,700,0.9820325421743871,0.005566784761326158,0.9373807794722827,0.9386383405821345
512,0.001,0.0001,0.3,2,0.75,700,0.9815232376994556,0.005703188120045705,0.9459074078967029,0.9468149882903981
512,0.001,1e-05,0.3,2,0.75,400,0.9814974556625436,0.00538630512014436,0.9462089680326111,0.9476313148210103
512,0.001,1e-05,0.3,2,0.5,700,0.9811598857724668,0.0063716038502546575,0.9480886161996178,0.9492773502843761
512,0.001,0.0001,0.3,2,0.75,400,0.9792876292106107,0.007360331634407948,0.9427767597426765,0.9443593174974907
