hidden_channels,lr,weight_decay,dropout,focal_gamma,focal_alpha,epochs,mean_auc,std_auc,mean_f1,mean_acc
128,0.001,0.0001,0.5,2,0.5,1000,0.9885910116827586,0.005324323184999668,0.9495074011862938,0.9509100033456004
256,0.001,1e-05,0.3,2,0.5,700,0.988558347152942,0.0036870587785823774,0.9535315812393084,0.9541753094680494
256,0.001,0.0001,0.5,2,0.75,1000,0.9885558344968024,0.005072206017814579,0.9558309913519615,0.9566343258614921
256,0.001,0.0001,0.5,2,0.5,700,0.9885411955436405,0.0030188313867646143,0.9533393070229959,0.9541753094680494
256,0.001,0.0001,0.5,1,0.75,400,0.9885386828875007,0.00528450389094359,0.9614906050619456,0.9623586483773838
256,0.001,1e-05,0.5,2,0.75,700,0.9885283045251845,0.00487736043027279,0.958203835520562,0.9590866510538643
128,0.001,1e-05,0.3,2,0.5,400,0.9885182539006255,0.0037296221911996396,0.9525001885960739,0.9533589829374373
128,0.001,1e-05,0.3,1,0.75,700,0.9885150857689711,0.004595352543582285,0.9506570545571955,0.9517162930746068
256,0.001,1e-05,0.5,1,0.5,700,0.9884723706145957,0.0055944176096019834,0.9556035350009331,0.9566343258614921
512,0.001,0.0001,0.5,1,0.5,700,0.9884584963828675,0.004166536289238274,0.9543981484560049,0.9549882903981264
256,0.001,0.0001,0.3,1,0.5,700,0.9884347900184188,0.004588078194101021,0.9543082169133237,0.9549983271997323
256,0.001,1e-05,0.5,1,0.75,400,0.9884129408345951,0.006213988251911581,0.95422112355776,0.954994981599197
512,0.001,0.0001,0.5,1,0.5,400,0.988391747126286,0.004968526027262801,0.9504552999206657,0.950893275342924
128,0.001,0.0001,0.5,1,0.5,400,0.9883520908576461,0.003486224447129904,0.9574317918706301,0.9582602877216461
512,0.001,1e-05,0.5,1,0.5,1000,0.9883454268565798,0.005114283157849641,0.9560851822639828,0.9566410170625627
256,0.001,0.0001,0.3,1,0.75,700,0.9883435696759548,0.0051839445024721735,0.9517819262842326,0.9525393108062896
128,0.001,1e-05,0.5,1,0.75,1000,0.9883276197717634,0.0049793341034091426,0.9520812902711995,0.9533656741385078
128,0.001,0.0001,0.3,2,0.75,400,0.9883231406890797,0.007537891902326313,0.952964190245703,0.9541753094680494
128,0.0002,1e-05,0.5,2,0.75,400,0.9883166951798514,0.004536103062771029,0.954287940775375,0.9558046169287386
256,0.001,1e-05,0.3,1,0.75,1000,0.9883118883594104,0.0048787235204101,0.9530456807361929,0.9533556373369019
512,0.001,1e-05,0.5,1,0.75,1000,0.9882859970765792,0.005279835847213477,0.9576660910774196,0.9582803613248577
256,0.001,0.0001,0.3,1,0.75,1000,0.988284795371469,0.004387042765431698,0.9525656863166827,0.9533690197390431
256,0.001,1e-05,0.5,2,0.5,1000,0.9882572653998508,0.0051557936985947,0.955741750672258,0.9566309802609567
512,0.001,1e-05,0.5,1,0.75,400,0.9882265672965787,0.0036108498719833967,0.9533589409424514,0.95418200066912
128,0.001,0.0001,0.3,2,0.5,1000,0.9882160796883432,0.0034752418738161718,0.9508694491795374,0.9517263298762128
128,0.001,1e-05,0.5,2,0.75,400,0.9882134577862844,0.0049749649149747775,0.9538519115103457,0.9549983271997323
256,0.001,0.0001,0.5,2,0.75,400,0.9881958691933063,0.004142894741670626,0.9526363332367108,0.953355637336902
256,0.001,1e-05,0.3,1,0.5,400,0.9881540280062839,0.004277869653656702,0.9553826284667275,0.9558246905319505
128,0.001,0.0001,0.5,1,0.5,700,0.9881529355470926,0.00464182234166017,0.9528060061898446,0.9533489461358314
256,0.001,0.0001,0.5,1,0.75,1000,0.9881387335776072,0.005194275524702144,0.9568557249657358,0.957447306791569
256,0.001,0.0001,0.3,2,0.75,700,0.9881321788224602,0.0045471578322882275,0.9525833156320033,0.9533623285379725
128,0.001,1e-05,0.3,2,0.75,400,0.9880513368423122,0.0037464499530136196,0.9581182840111568,0.9590899966543995
512,0.001,0.0001,0.5,1,0.75,400,0.9879696208948113,0.003979569828571361,0.955287206294531,0.9558079625292739
256,0.001,0.0001,0.5,1,0.75,700,0.9878844090778989,0.006403671038779954,0.9567041703050776,0.9574439611910337
128,0.001,1e-05,0.5,2,0.5,700,0.987857753073634,0.00552415191521739,0.9524839337252929,0.9541753094680494
256,0.001,1e-05,0.3,1,0.75,400,0.9878508705807294,0.004156589678145567,0.954297942905507,0.954994981599197
