hidden_channels,lr,weight_decay,dropout,focal_gamma,focal_alpha,epochs,mean_auc,std_auc,mean_f1,mean_acc,mean_thr
256,0.0002,1e-05,0.3,2,0.5,400,0.9989116512345679,0.0013792621189324514,0.9975151444997492,0.9975077639751554,1.5173048853874207
256,0.0002,1e-05,0.3,2,0.5,700,0.9989112654320987,0.0014081492048257252,0.9975151444997492,0.9975077639751554,1.650981330871582
512,0.0002,0.0001,0.5,2,0.75,400,0.9989070216049383,0.002035149383758538,0.9975151444997492,0.9975077639751554,1.126849452406168
512,0.001,1e-05,0.5,2,0.75,1000,0.9989062499999999,0.002187499999999964,0.9987421383647799,0.99875,-2.2349570274353026
256,0.001,0.0001,0.3,1,0.5,400,0.9988769290123457,0.0018841892700421762,0.9975151444997492,0.9975077639751554,0.385160493850708
512,0.001,1e-05,0.3,1,0.5,700,0.998875385802469,0.002172890059956558,0.9974999023399352,0.9975077639751554,-1.5517093539237976
512,0.001,1e-05,0.3,2,0.75,1000,0.998875,0.0022499999999999964,0.9987421383647799,0.99875,-1.4012937068939209
256,0.0002,1e-05,0.5,2,0.5,400,0.9988487654320988,0.001513969901307063,0.9975151444997492,0.9975077639751554,-0.1455996036529541
256,0.0002,1e-05,0.5,1,0.75,700,0.9988175154320988,0.001567939396650859,0.9975151444997492,0.9975077639751554,1.9107467532157898
256,0.0002,0.0001,0.5,2,0.5,1000,0.9987874228395061,0.0015270857096298656,0.9975151444997492,0.9975077639751554,1.7150000751018524
512,0.001,1e-05,0.3,2,0.75,700,0.9987812500000001,0.0024375000000000035,0.9987421383647799,0.99875,-1.6634585738182068
256,0.001,0.0001,0.5,1,0.75,1000,0.9987812500000001,0.0024375000000000035,0.9987421383647799,0.99875,2.387871879339218
512,0.001,0.0001,0.5,2,0.75,700,0.99875,0.0024999999999999914,0.9987421383647799,0.99875,-1.3784104108810424
256,0.0002,0.0001,0.3,2,0.5,400,0.9987229938271606,0.0018275964246819822,0.9975151444997492,0.9975077639751554,1.175776481628418
512,0.0002,1e-05,0.5,2,0.5,400,0.9986878858024693,0.0025477690512650465,0.9974999023399352,0.9975077639751554,1.2344769954681396
256,0.001,0.0001,0.3,2,0.75,1000,0.9986875,0.0026250000000000106,0.9987421383647799,0.99875,-0.49564093351364136
512,0.001,1e-05,0.5,1,0.5,1000,0.9986875,0.0026250000000000106,0.9987421383647799,0.99875,-2.6169933319091796
512,0.0002,0.0001,0.3,1,0.75,700,0.9986682098765431,0.0018726176248196407,0.9975151444997492,0.9975077639751554,0.7924053311347962
256,0.0002,0.0001,0.5,2,0.75,1000,0.9986655092592592,0.00165085250714379,0.9975151444997492,0.9975077639751554,1.2744277238845825
512,0.001,0.0001,0.5,1,0.75,1000,0.99865625,0.002687499999999998,0.9987421383647799,0.99875,-2.0287657022476195
256,0.001,0.0001,0.5,1,0.5,400,0.99865625,0.002687499999999998,0.9987421383647799,0.99875,0.3770621299743652
512,0.001,0.0001,0.5,2,0.5,1000,0.99865625,0.002687499999999998,0.9987421383647799,0.99875,-1.9914284706115724
256,0.0002,0.0001,0.3,2,0.5,1000,0.9986292438271605,0.002003679748388694,0.9975151444997492,0.9975077639751554,1.7396524310112
256,0.001,1e-05,0.3,2,0.75,1000,0.998625,0.002749999999999986,0.9987421383647799,0.99875,-0.8940323710441589
256,0.001,1e-05,0.5,2,0.5,1000,0.998625,0.002749999999999986,0.9987421383647799,0.99875,-1.2843331068754196
256,0.001,1e-05,0.5,2,0.5,700,0.998625,0.002749999999999986,0.9987421383647799,0.99875,-1.2967469930648803
256,0.0002,1e-05,0.5,1,0.5,400,0.9986076388888889,0.0021516686210795192,0.9975151444997492,0.9975077639751554,3.293485713005066
512,0.0002,0.0001,0.5,1,0.5,1000,0.9985744598765433,0.0019088490958263265,0.9975151444997492,0.9975077639751554,2.5207445859909057
128,0.0002,0.0001,0.5,2,0.5,400,0.99857137345679,0.001749759282168327,0.9975151444997492,0.9975077639751554,1.5797202110290527
128,0.0002,0.0001,0.5,2,0.75,1000,0.9985686728395061,0.0018881631634579642,0.9975151444997492,0.9975077639751554,3.316463589668274
