Seed,Epoch,Loss,Train_AUC,Train_F1,Train_Acc,Val_AUC,Val_F1,Val_Acc,Test_AUC,Test_F1,Test_Acc
64,460,0.0,1.0,1.0,1.0,0.796,0.7407,0.7143,0.8413,0.7736,0.7714
64,465,0.0,1.0,1.0,1.0,0.7993,0.717,0.6939,0.8399,0.7736,0.7714
64,470,0.0,1.0,1.0,1.0,0.7943,0.717,0.6939,0.8381,0.7963,0.7905
64,475,0.0,1.0,1.0,1.0,0.7943,0.7407,0.7143,0.8381,0.8,0.7905
64,480,0.0,1.0,1.0,1.0,0.7943,0.7407,0.7143,0.8395,0.789,0.781
64,485,0.0,1.0,1.0,1.0,0.7926,0.7407,0.7143,0.8399,0.789,0.781
64,490,0.0,1.0,1.0,1.0,0.7893,0.7407,0.7143,0.8395,0.789,0.781
64,495,0.0,1.0,1.0,1.0,0.7876,0.717,0.6939,0.8399,0.789,0.781
64,500,0.0,1.0,1.0,1.0,0.786,0.717,0.6939,0.8435,0.789,0.781
64,505,0.0,1.0,1.0,1.0,0.7876,0.717,0.6939,0.8435,0.789,0.781
64,510,0.0,1.0,1.0,1.0,0.7826,0.717,0.6939,0.845,0.789,0.781
64,515,0.0,1.0,1.0,1.0,0.7843,0.7407,0.7143,0.846,0.7778,0.7714
64,520,0.0,1.0,1.0,1.0,0.7843,0.7407,0.7143,0.8471,0.789,0.781
64,525,0.0,1.0,1.0,1.0,0.7876,0.7407,0.7143,0.8489,0.789,0.781
64,530,0.0,1.0,1.0,1.0,0.7926,0.7407,0.7143,0.8493,0.789,0.781
64,535,1e-06,1.0,1.0,1.0,0.796,0.7407,0.7143,0.8486,0.8,0.7905
64,540,0.0,1.0,1.0,1.0,0.7926,0.7407,0.7143,0.8482,0.8,0.7905
64,545,0.0,1.0,1.0,1.0,0.7893,0.7407,0.7143,0.8468,0.8,0.7905
64,550,1e-06,1.0,1.0,1.0,0.7893,0.7407,0.7143,0.846,0.789,0.781
64,555,0.0,1.0,1.0,1.0,0.7893,0.7407,0.7143,0.8446,0.789,0.781
64,560,0.0,1.0,1.0,1.0,0.791,0.7273,0.6939,0.8442,0.789,0.781
64,565,1e-06,1.0,1.0,1.0,0.7893,0.7273,0.6939,0.845,0.8,0.7905
64,570,0.0,1.0,1.0,1.0,0.786,0.7407,0.7143,0.845,0.8,0.7905
64,575,0.0,1.0,1.0,1.0,0.7876,0.7407,0.7143,0.8439,0.8,0.7905
64,580,0.0,1.0,1.0,1.0,0.7893,0.7407,0.7143,0.8439,0.8,0.7905
64,585,0.0,1.0,1.0,1.0,0.7893,0.7407,0.7143,0.8439,0.8,0.7905
64,590,0.0,1.0,1.0,1.0,0.7843,0.7407,0.7143,0.845,0.8,0.7905
64,595,0.0,1.0,1.0,1.0,0.7876,0.7407,0.7143,0.845,0.7778,0.7714
64,600,0.0,1.0,1.0,1.0,0.7876,0.7407,0.7143,0.846,0.7778,0.7714
64,605,0.0,1.0,1.0,1.0,0.7876,0.7407,0.7143,0.8453,0.7778,0.7714
64,610,0.0,1.0,1.0,1.0,0.7876,0.7407,0.7143,0.8464,0.7778,0.7714
64,615,0.0,1.0,1.0,1.0,0.786,0.7407,0.7143,0.8464,0.7778,0.7714
64,620,0.0,1.0,1.0,1.0,0.786,0.7407,0.7143,0.8471,0.7778,0.7714
64,625,0.0,1.0,1.0,1.0,0.786,0.7407,0.7143,0.8471,0.7778,0.7714
112,5,0.263263,0.8002,0.7327,0.7231,0.7776,0.6923,0.6735,0.8402,0.75,0.7333
112,10,0.253341,0.8582,0.78,0.7744,0.7676,0.6923,0.6735,0.8468,0.7568,0.7429
112,15,0.218006,0.8917,0.802,0.8,0.7525,0.6792,0.6531,0.8548,0.7778,0.7714
112,20,0.20534,0.9222,0.83,0.8256,0.7408,0.6909,0.6531,0.8606,0.8037,0.8
112,25,0.20759,0.9487,0.8529,0.8462,0.7408,0.6909,0.6531,0.8667,0.8037,0.8
112,30,0.157486,0.9703,0.8976,0.8923,0.7391,0.6909,0.6531,0.8686,0.8113,0.8095
112,35,0.13682,0.9901,0.932,0.9282,0.7324,0.7143,0.6735,0.874,0.8073,0.8
112,40,0.134252,0.9997,0.9804,0.9795,0.7308,0.7018,0.6531,0.8736,0.8073,0.8
112,45,0.097878,1.0,1.0,1.0,0.7241,0.7273,0.6939,0.8725,0.785,0.781
112,50,0.08294,1.0,1.0,1.0,0.7258,0.75,0.7143,0.8671,0.785,0.781
112,55,0.069883,1.0,1.0,1.0,0.7157,0.7273,0.6939,0.8678,0.7736,0.7714
112,60,0.056022,1.0,1.0,1.0,0.7258,0.7407,0.7143,0.8707,0.7692,0.7714
112,65,0.037241,1.0,1.0,1.0,0.7308,0.717,0.6939,0.8744,0.7692,0.7714
112,70,0.025004,1.0,1.0,1.0,0.7191,0.6909,0.6531,0.8751,0.781,0.781
112,75,0.028095,1.0,1.0,1.0,0.7241,0.7037,0.6735,0.8671,0.7664,0.7619
112,80,0.012635,1.0,1.0,1.0,0.7224,0.7037,0.6735,0.8602,0.7736,0.7714
112,85,0.013248,1.0,1.0,1.0,0.7191,0.717,0.6939,0.8696,0.781,0.781
112,90,0.009863,1.0,1.0,1.0,0.7157,0.7018,0.6531,0.8725,0.7778,0.7714
112,95,0.005693,1.0,1.0,1.0,0.709,0.7018,0.6531,0.8725,0.7706,0.7619
112,100,0.003803,1.0,1.0,1.0,0.7074,0.6909,0.6531,0.8696,0.7748,0.7619
112,105,0.003015,1.0,1.0,1.0,0.7174,0.6909,0.6531,0.8729,0.7748,0.7619
112,110,0.002901,1.0,1.0,1.0,0.7207,0.7018,0.6531,0.8787,0.789,0.781
112,115,0.003807,1.0,1.0,1.0,0.7274,0.7143,0.6735,0.8834,0.8036,0.7905
112,120,0.001863,1.0,1.0,1.0,0.7291,0.7143,0.6735,0.8776,0.8036,0.7905
112,125,0.002089,1.0,1.0,1.0,0.7291,0.7143,0.6735,0.8755,0.8,0.7905
112,130,0.000937,1.0,1.0,1.0,0.7224,0.7018,0.6531,0.8773,0.7928,0.781
112,135,0.000553,1.0,1.0,1.0,0.7241,0.7018,0.6531,0.8809,0.7857,0.7714
112,140,0.000992,1.0,1.0,1.0,0.7224,0.7143,0.6735,0.8747,0.7748,0.7619
112,145,0.000437,1.0,1.0,1.0,0.714,0.7143,0.6735,0.8693,0.7818,0.7714
112,150,0.002078,1.0,1.0,1.0,0.7157,0.7018,0.6531,0.8736,0.7748,0.7619
112,155,0.000289,1.0,1.0,1.0,0.7174,0.7018,0.6531,0.8762,0.7857,0.7714
112,160,0.000315,1.0,1.0,1.0,0.7207,0.7143,0.6735,0.8729,0.8036,0.7905
112,165,0.000263,1.0,1.0,1.0,0.7241,0.7143,0.6735,0.87,0.7965,0.781
112,170,0.000205,1.0,1.0,1.0,0.7241,0.7143,0.6735,0.8653,0.7895,0.7714
112,175,0.000154,1.0,1.0,1.0,0.7258,0.7143,0.6735,0.8675,0.807,0.7905
112,180,0.000209,1.0,1.0,1.0,0.7241,0.7143,0.6735,0.8686,0.807,0.7905
112,185,7.4e-05,1.0,1.0,1.0,0.7241,0.7273,0.6939,0.8624,0.8103,0.7905
112,190,0.000109,1.0,1.0,1.0,0.7207,0.7273,0.6939,0.8631,0.8142,0.8
112,195,8.4e-05,1.0,1.0,1.0,0.7241,0.7018,0.6531,0.8682,0.8036,0.7905
112,200,8.3e-05,1.0,1.0,1.0,0.7174,0.7018,0.6531,0.8675,0.8036,0.7905
112,205,4.2e-05,1.0,1.0,1.0,0.7207,0.7143,0.6735,0.8667,0.7928,0.781
44,5,0.259672,0.7908,0.6211,0.6872,0.7793,0.6341,0.6939,0.7879,0.6512,0.7143
44,10,0.250462,0.8485,0.6897,0.7231,0.7893,0.6667,0.6939,0.8417,0.7423,0.7619
44,15,0.250601,0.8807,0.7363,0.7538,0.7926,0.75,0.7551,0.8526,0.7475,0.7619
44,20,0.21414,0.9086,0.7634,0.7744,0.796,0.75,0.7551,0.8569,0.7475,0.7619
44,25,0.212272,0.9339,0.7872,0.7949,0.7993,0.75,0.7551,0.8606,0.7885,0.7905
44,30,0.185255,0.9582,0.8426,0.841,0.8077,0.75,0.7551,0.8678,0.7885,0.7905
44,35,0.168855,0.9798,0.9064,0.9026,0.811,0.75,0.7551,0.8711,0.7885,0.7905
44,40,0.15122,0.9969,0.98,0.9795,0.8144,0.8,0.7959,0.8773,0.7692,0.7714
44,45,0.12731,0.9997,0.99,0.9897,0.8227,0.8,0.7959,0.8816,0.7885,0.7905
44,50,0.12295,1.0,1.0,1.0,0.8311,0.7843,0.7755,0.8849,0.7925,0.7905
44,55,0.092882,1.0,1.0,1.0,0.8395,0.7843,0.7755,0.8834,0.7885,0.7905
44,60,0.086075,1.0,1.0,1.0,0.8512,0.76,0.7551,0.8838,0.7961,0.8
44,65,0.055466,1.0,1.0,1.0,0.8462,0.8,0.7959,0.8838,0.8235,0.8286
44,70,0.051295,1.0,1.0,1.0,0.8562,0.7755,0.7755,0.8831,0.8235,0.8286
44,75,0.041432,1.0,1.0,1.0,0.8629,0.7917,0.7959,0.8813,0.8119,0.819
44,80,0.037874,1.0,1.0,1.0,0.8579,0.7917,0.7959,0.8794,0.8119,0.819
44,85,0.025714,1.0,1.0,1.0,0.8612,0.7917,0.7959,0.8773,0.8235,0.8286
44,90,0.019873,1.0,1.0,1.0,0.8662,0.7917,0.7959,0.874,0.8317,0.8381
44,95,0.01332,1.0,1.0,1.0,0.8662,0.84,0.8367,0.8747,0.8235,0.8286
44,100,0.014984,1.0,1.0,1.0,0.8645,0.84,0.8367,0.8769,0.8235,0.8286
44,105,0.00753,1.0,1.0,1.0,0.8729,0.7917,0.7959,0.8758,0.819,0.819
44,110,0.005413,1.0,1.0,1.0,0.8796,0.7917,0.7959,0.8736,0.785,0.781
44,115,0.004556,1.0,1.0,1.0,0.8779,0.8163,0.8163,0.8758,0.7963,0.7905
44,120,0.003399,1.0,1.0,1.0,0.8746,0.8163,0.8163,0.8751,0.789,0.781
44,125,0.002446,1.0,1.0,1.0,0.8712,0.8163,0.8163,0.8715,0.785,0.781
44,130,0.002814,1.0,1.0,1.0,0.8779,0.8163,0.8163,0.8696,0.7778,0.7714
44,135,0.002327,1.0,1.0,1.0,0.8779,0.7917,0.7959,0.8707,0.7885,0.7905
44,140,0.001905,1.0,1.0,1.0,0.8796,0.766,0.7755,0.8758,0.8155,0.819
44,145,0.001542,1.0,1.0,1.0,0.8779,0.7917,0.7959,0.8736,0.8077,0.8095
44,150,0.001172,1.0,1.0,1.0,0.8779,0.8163,0.8163,0.8718,0.7925,0.7905
44,155,0.000737,1.0,1.0,1.0,0.8779,0.8163,0.8163,0.8758,0.8,0.8
44,160,0.000807,1.0,1.0,1.0,0.8846,0.8163,0.8163,0.8805,0.7961,0.8
44,165,0.000439,1.0,1.0,1.0,0.8913,0.8163,0.8163,0.8816,0.7961,0.8
44,170,0.000615,1.0,1.0,1.0,0.8846,0.7391,0.7551,0.886,0.8039,0.8095
44,175,0.00038,1.0,1.0,1.0,0.8896,0.7391,0.7551,0.8834,0.7885,0.7905
44,180,0.000802,1.0,1.0,1.0,0.893,0.766,0.7755,0.8809,0.8,0.8
44,185,0.000509,1.0,1.0,1.0,0.8913,0.766,0.7755,0.8762,0.7767,0.781
44,190,0.000258,1.0,1.0,1.0,0.888,0.766,0.7755,0.8733,0.7767,0.781
44,195,0.000276,1.0,1.0,1.0,0.8896,0.7917,0.7959,0.8755,0.7921,0.8
44,200,0.00014,1.0,1.0,1.0,0.8863,0.766,0.7755,0.8769,0.7961,0.8
44,205,0.000192,1.0,1.0,1.0,0.888,0.766,0.7755,0.8758,0.8077,0.8095
44,210,0.000199,1.0,1.0,1.0,0.888,0.766,0.7755,0.8722,0.8,0.8
44,215,0.000125,1.0,1.0,1.0,0.8997,0.7917,0.7959,0.8722,0.781,0.781
44,220,0.000163,1.0,1.0,1.0,0.9013,0.7917,0.7959,0.8696,0.781,0.781
44,225,5.5e-05,1.0,1.0,1.0,0.8963,0.7917,0.7959,0.8729,0.781,0.781
44,230,0.000187,1.0,1.0,1.0,0.8913,0.7917,0.7959,0.8773,0.8,0.8
44,235,0.000144,1.0,1.0,1.0,0.8963,0.7917,0.7959,0.8787,0.8,0.8
44,240,5.2e-05,1.0,1.0,1.0,0.898,0.7917,0.7959,0.8762,0.8037,0.8
44,245,3.9e-05,1.0,1.0,1.0,0.8997,0.8,0.7959,0.8711,0.7706,0.7619
44,250,2e-05,1.0,1.0,1.0,0.8997,0.8,0.7959,0.8602,0.7778,0.7714
44,255,1.6e-05,1.0,1.0,1.0,0.8997,0.7755,0.7755,0.8555,0.785,0.781
44,260,3.1e-05,1.0,1.0,1.0,0.9047,0.7755,0.7755,0.8508,0.7778,0.7714
44,265,1.2e-05,1.0,1.0,1.0,0.9047,0.7917,0.7959,0.8533,0.7778,0.7714
44,270,1.9e-05,1.0,1.0,1.0,0.908,0.8163,0.8163,0.8598,0.785,0.781
44,275,3.7e-05,1.0,1.0,1.0,0.9047,0.8163,0.8163,0.8638,0.7961,0.8
44,280,1e-05,1.0,1.0,1.0,0.898,0.8163,0.8163,0.8715,0.7961,0.8
44,285,9e-06,1.0,1.0,1.0,0.8913,0.8163,0.8163,0.8678,0.7885,0.7905
44,290,1.2e-05,1.0,1.0,1.0,0.8913,0.8163,0.8163,0.8696,0.7961,0.8
44,295,1e-05,1.0,1.0,1.0,0.888,0.8163,0.8163,0.8693,0.7961,0.8
44,300,5e-06,1.0,1.0,1.0,0.8896,0.8,0.7959,0.8725,0.7885,0.7905
44,305,7e-06,1.0,1.0,1.0,0.893,0.8,0.7959,0.878,0.7885,0.7905
44,310,8e-06,1.0,1.0,1.0,0.9013,0.8163,0.8163,0.8813,0.8,0.8
44,315,6e-06,1.0,1.0,1.0,0.903,0.8,0.7959,0.8867,0.7961,0.8
44,320,7e-06,1.0,1.0,1.0,0.903,0.8,0.7959,0.8878,0.7961,0.8
44,325,2.9e-05,1.0,1.0,1.0,0.903,0.8,0.7959,0.8874,0.8077,0.8095
44,330,2e-06,1.0,1.0,1.0,0.9047,0.8,0.7959,0.8798,0.8,0.8
44,335,6e-06,1.0,1.0,1.0,0.8997,0.8,0.7959,0.8769,0.8077,0.8095
44,340,3e-06,1.0,1.0,1.0,0.898,0.8,0.7959,0.8733,0.819,0.819
44,345,3e-06,1.0,1.0,1.0,0.8946,0.8,0.7959,0.8686,0.8077,0.8095
44,350,3e-06,1.0,1.0,1.0,0.8946,0.8,0.7959,0.8678,0.8077,0.8095
44,355,1e-06,1.0,1.0,1.0,0.8963,0.8,0.7959,0.8718,0.8077,0.8095
44,360,1e-06,1.0,1.0,1.0,0.903,0.8,0.7959,0.8718,0.8077,0.8095
44,365,1e-06,1.0,1.0,1.0,0.9047,0.8,0.7959,0.8722,0.8,0.8
44,370,1e-06,1.0,1.0,1.0,0.9013,0.8,0.7959,0.8718,0.8,0.8
44,375,1e-06,1.0,1.0,1.0,0.8997,0.8,0.7959,0.8718,0.8,0.8
44,380,2e-06,1.0,1.0,1.0,0.8997,0.8,0.7959,0.8707,0.7963,0.7905
44,385,8e-06,1.0,1.0,1.0,0.8997,0.8,0.7959,0.87,0.8037,0.8
44,390,1e-06,1.0,1.0,1.0,0.9013,0.7843,0.7755,0.8715,0.7925,0.7905
44,395,1e-06,1.0,1.0,1.0,0.908,0.76,0.7551,0.8704,0.7767,0.781
44,400,1e-06,1.0,1.0,1.0,0.9064,0.7755,0.7755,0.8718,0.7692,0.7714
44,405,0.0,1.0,1.0,1.0,0.9013,0.766,0.7755,0.8725,0.7843,0.7905
44,410,0.0,1.0,1.0,1.0,0.9013,0.766,0.7755,0.8751,0.7961,0.8
44,415,1e-06,1.0,1.0,1.0,0.903,0.7917,0.7959,0.8776,0.8077,0.8095
44,420,0.0,1.0,1.0,1.0,0.8997,0.8163,0.8163,0.8784,0.7885,0.7905
44,425,1e-06,1.0,1.0,1.0,0.8997,0.8163,0.8163,0.8773,0.7885,0.7905
44,430,1e-06,1.0,1.0,1.0,0.8997,0.8163,0.8163,0.8755,0.7961,0.8
44,435,0.0,1.0,1.0,1.0,0.898,0.8,0.7959,0.8729,0.7961,0.8
44,440,0.0,1.0,1.0,1.0,0.898,0.8,0.7959,0.8711,0.7961,0.8
44,445,0.0,1.0,1.0,1.0,0.898,0.8163,0.8163,0.8693,0.7961,0.8
44,450,1e-06,1.0,1.0,1.0,0.8963,0.8,0.7959,0.8656,0.8077,0.8095
44,455,0.0,1.0,1.0,1.0,0.8997,0.7917,0.7959,0.8635,0.7885,0.7905
44,460,0.0,1.0,1.0,1.0,0.8997,0.7917,0.7959,0.8653,0.7885,0.7905
44,465,0.0,1.0,1.0,1.0,0.9013,0.7917,0.7959,0.8671,0.7767,0.781
44,470,0.0,1.0,1.0,1.0,0.9013,0.7917,0.7959,0.8678,0.7767,0.781
128,5,0.258545,0.8071,0.7449,0.6769,0.7224,0.7077,0.6122,0.8068,0.7143,0.619
128,10,0.22049,0.8497,0.7815,0.7333,0.7659,0.7097,0.6327,0.8362,0.7519,0.6857
128,15,0.217882,0.8803,0.8178,0.7897,0.7776,0.7273,0.6939,0.8453,0.7402,0.6857
128,20,0.217079,0.91,0.8279,0.8103,0.7776,0.7308,0.7143,0.8522,0.7603,0.7238
128,25,0.195692,0.9394,0.8558,0.8462,0.7826,0.6667,0.6735,0.8577,0.7667,0.7333
128,30,0.163295,0.9709,0.8889,0.8821,0.786,0.7347,0.7347,0.8588,0.7731,0.7429
128,35,0.152938,0.9914,0.9474,0.9436,0.786,0.7347,0.7347,0.8671,0.7627,0.7333
128,40,0.130714,0.9985,0.9802,0.9795,0.7926,0.7347,0.7347,0.8664,0.7731,0.7429
128,45,0.11495,1.0,0.995,0.9949,0.7977,0.7083,0.7143,0.8671,0.7586,0.7333
128,50,0.094954,1.0,1.0,1.0,0.8077,0.7234,0.7347,0.8704,0.7719,0.7524
128,55,0.072696,1.0,1.0,1.0,0.806,0.7234,0.7347,0.8664,0.7719,0.7524
128,60,0.067867,1.0,1.0,1.0,0.8177,0.7083,0.7143,0.8704,0.7652,0.7429
128,65,0.057973,1.0,1.0,1.0,0.8244,0.7083,0.7143,0.8707,0.7679,0.7524
128,70,0.053617,1.0,1.0,1.0,0.8294,0.7083,0.7143,0.8682,0.7788,0.7619
128,75,0.032669,1.0,1.0,1.0,0.8311,0.7083,0.7143,0.8631,0.7636,0.7524
128,80,0.02163,1.0,1.0,1.0,0.8395,0.7083,0.7143,0.8627,0.7679,0.7524
128,85,0.016659,1.0,1.0,1.0,0.8361,0.6809,0.6939,0.8598,0.7679,0.7524
128,90,0.014971,1.0,1.0,1.0,0.8378,0.6809,0.6939,0.8584,0.7679,0.7524
128,95,0.007055,1.0,1.0,1.0,0.8294,0.7083,0.7143,0.858,0.7748,0.7619
128,100,0.005122,1.0,1.0,1.0,0.8328,0.7083,0.7143,0.8613,0.7748,0.7619
128,105,0.006135,1.0,1.0,1.0,0.8411,0.7083,0.7143,0.8613,0.7706,0.7619
128,110,0.003242,1.0,1.0,1.0,0.8411,0.7083,0.7143,0.8591,0.7706,0.7619
128,115,0.00446,1.0,1.0,1.0,0.8395,0.7083,0.7143,0.8533,0.7706,0.7619
128,120,0.002431,1.0,1.0,1.0,0.8411,0.7083,0.7143,0.85,0.7748,0.7619
128,125,0.003757,1.0,1.0,1.0,0.8445,0.7083,0.7143,0.8475,0.7748,0.7619
128,130,0.00124,1.0,1.0,1.0,0.8428,0.7083,0.7143,0.8497,0.7857,0.7714
128,135,0.002749,1.0,1.0,1.0,0.8495,0.7083,0.7143,0.8519,0.7857,0.7714
128,140,0.00114,1.0,1.0,1.0,0.8428,0.7347,0.7347,0.8468,0.7965,0.781
128,145,0.001714,1.0,1.0,1.0,0.8378,0.7347,0.7347,0.8515,0.7857,0.7714
128,150,0.001129,1.0,1.0,1.0,0.8395,0.7347,0.7347,0.8533,0.8174,0.8
128,155,0.001864,1.0,1.0,1.0,0.8378,0.7347,0.7347,0.8493,0.7965,0.781
128,160,0.000485,1.0,1.0,1.0,0.8344,0.7347,0.7347,0.8453,0.7788,0.7619
128,165,0.001049,1.0,1.0,1.0,0.8378,0.7347,0.7347,0.8519,0.7857,0.7714
128,170,0.000594,1.0,1.0,1.0,0.8344,0.7347,0.7347,0.8562,0.7928,0.781
128,175,0.000343,1.0,1.0,1.0,0.8361,0.7347,0.7347,0.8544,0.7818,0.7714
128,180,0.000182,1.0,1.0,1.0,0.8361,0.7347,0.7347,0.854,0.7636,0.7524
128,185,0.000583,1.0,1.0,1.0,0.8311,0.7347,0.7347,0.8529,0.7636,0.7524
128,190,0.000253,1.0,1.0,1.0,0.8261,0.7347,0.7347,0.8555,0.7636,0.7524
128,195,0.000154,1.0,1.0,1.0,0.8311,0.7347,0.7347,0.8533,0.7748,0.7619
128,200,0.000142,1.0,1.0,1.0,0.8261,0.7347,0.7347,0.8533,0.7788,0.7619
128,205,0.000203,1.0,1.0,1.0,0.8278,0.7347,0.7347,0.8526,0.7788,0.7619
128,210,6.2e-05,1.0,1.0,1.0,0.8278,0.7347,0.7347,0.85,0.7788,0.7619
128,215,6.1e-05,1.0,1.0,1.0,0.8328,0.7083,0.7143,0.8511,0.7857,0.7714
128,220,5.5e-05,1.0,1.0,1.0,0.8361,0.7083,0.7143,0.858,0.7965,0.781
128,225,3.4e-05,1.0,1.0,1.0,0.8361,0.7347,0.7347,0.8588,0.7965,0.781
128,230,0.000111,1.0,1.0,1.0,0.8428,0.7347,0.7347,0.8598,0.807,0.7905
128,235,3.7e-05,1.0,1.0,1.0,0.8395,0.7347,0.7347,0.8598,0.8174,0.8
128,240,5.1e-05,1.0,1.0,1.0,0.8378,0.7347,0.7347,0.8598,0.7899,0.7619
128,245,3.3e-05,1.0,1.0,1.0,0.8378,0.72,0.7143,0.862,0.7899,0.7619
128,250,0.000163,1.0,1.0,1.0,0.8428,0.7347,0.7347,0.8649,0.7899,0.7619
128,255,3.7e-05,1.0,1.0,1.0,0.8411,0.7347,0.7347,0.8635,0.7826,0.7619
128,260,2e-05,1.0,1.0,1.0,0.8395,0.7347,0.7347,0.858,0.7895,0.7714
128,265,5.2e-05,1.0,1.0,1.0,0.8411,0.7347,0.7347,0.8558,0.7965,0.781
128,270,1.1e-05,1.0,1.0,1.0,0.8411,0.7347,0.7347,0.8537,0.8,0.781
128,275,3.4e-05,1.0,1.0,1.0,0.8411,0.7083,0.7143,0.8555,0.8036,0.7905
128,280,1.3e-05,1.0,1.0,1.0,0.8411,0.7083,0.7143,0.8602,0.8036,0.7905
128,285,9e-06,1.0,1.0,1.0,0.8445,0.7083,0.7143,0.8606,0.8036,0.7905
128,290,1.8e-05,1.0,1.0,1.0,0.8428,0.7083,0.7143,0.8635,0.8036,0.7905
128,295,1.2e-05,1.0,1.0,1.0,0.8395,0.7083,0.7143,0.862,0.8108,0.8
128,300,8e-06,1.0,1.0,1.0,0.8495,0.7083,0.7143,0.862,0.807,0.7905
128,305,5e-06,1.0,1.0,1.0,0.8495,0.7083,0.7143,0.8653,0.8214,0.8095
128,310,9e-06,1.0,1.0,1.0,0.8495,0.7083,0.7143,0.8627,0.8036,0.7905
128,315,6.1e-05,1.0,1.0,1.0,0.8428,0.7083,0.7143,0.8591,0.8036,0.7905
128,320,6e-06,1.0,1.0,1.0,0.8395,0.7083,0.7143,0.8602,0.7928,0.781
128,325,3e-06,1.0,1.0,1.0,0.8428,0.7083,0.7143,0.8609,0.7928,0.781
128,330,2e-06,1.0,1.0,1.0,0.8411,0.7083,0.7143,0.8573,0.8108,0.8
128,335,2e-06,1.0,1.0,1.0,0.8378,0.7083,0.7143,0.8591,0.8036,0.7905
256,5,0.261505,0.8127,0.7489,0.7077,0.6906,0.7,0.6327,0.7829,0.7154,0.6667
256,10,0.23086,0.8673,0.7525,0.7436,0.704,0.6792,0.6531,0.8235,0.735,0.7048
256,15,0.201031,0.8919,0.759,0.759,0.7207,0.7059,0.6939,0.8453,0.7593,0.7524
256,20,0.19665,0.9151,0.7853,0.7897,0.7258,0.7347,0.7347,0.8555,0.7573,0.7619
256,25,0.176267,0.9424,0.8211,0.8256,0.7274,0.7083,0.7143,0.8602,0.7767,0.781
256,30,0.17565,0.9659,0.8691,0.8718,0.7358,0.7083,0.7143,0.8606,0.781,0.781
256,35,0.141711,0.9875,0.9278,0.9282,0.7525,0.7347,0.7347,0.8627,0.781,0.781
256,40,0.13914,0.9984,0.9641,0.9641,0.7592,0.7347,0.7347,0.8678,0.781,0.781
256,45,0.110365,1.0,0.995,0.9949,0.7742,0.7347,0.7347,0.8704,0.7692,0.7714
256,50,0.087049,1.0,1.0,1.0,0.7826,0.7347,0.7347,0.8646,0.7736,0.7714
256,55,0.077759,1.0,1.0,1.0,0.791,0.76,0.7551,0.8671,0.7736,0.7714
256,60,0.052487,1.0,1.0,1.0,0.7977,0.76,0.7551,0.8686,0.7778,0.7714
256,65,0.046562,1.0,1.0,1.0,0.811,0.76,0.7551,0.8678,0.7778,0.7714
256,70,0.032861,1.0,1.0,1.0,0.8144,0.7347,0.7347,0.8711,0.785,0.781
256,75,0.029023,1.0,1.0,1.0,0.8161,0.7347,0.7347,0.8693,0.785,0.781
256,80,0.015706,1.0,1.0,1.0,0.811,0.7347,0.7347,0.8696,0.785,0.781
256,85,0.01032,1.0,1.0,1.0,0.806,0.76,0.7551,0.8675,0.7706,0.7619
256,90,0.010019,1.0,1.0,1.0,0.801,0.76,0.7551,0.8617,0.7818,0.7714
256,95,0.012278,1.0,1.0,1.0,0.7993,0.76,0.7551,0.8631,0.7818,0.7714
256,100,0.007196,1.0,1.0,1.0,0.7993,0.7347,0.7347,0.8646,0.7706,0.7619
256,105,0.003662,1.0,1.0,1.0,0.7993,0.7347,0.7347,0.8653,0.7706,0.7619
256,110,0.003215,1.0,1.0,1.0,0.7993,0.7347,0.7347,0.8675,0.7706,0.7619
256,115,0.001919,1.0,1.0,1.0,0.8043,0.76,0.7551,0.8671,0.7706,0.7619
256,120,0.002198,1.0,1.0,1.0,0.801,0.7451,0.7347,0.8656,0.789,0.781
256,125,0.001299,1.0,1.0,1.0,0.8077,0.7692,0.7551,0.8755,0.789,0.781
256,130,0.001665,1.0,1.0,1.0,0.8127,0.7692,0.7551,0.874,0.789,0.781
256,135,0.001202,1.0,1.0,1.0,0.806,0.7843,0.7755,0.8747,0.785,0.781
256,140,0.001259,1.0,1.0,1.0,0.7993,0.7843,0.7755,0.8667,0.7664,0.7619
256,145,0.00152,1.0,1.0,1.0,0.7977,0.76,0.7551,0.8598,0.7547,0.7524
256,150,0.001194,1.0,1.0,1.0,0.801,0.76,0.7551,0.8584,0.7619,0.7619
256,155,0.001129,1.0,1.0,1.0,0.8077,0.7347,0.7347,0.8656,0.7692,0.7714
256,160,0.000559,1.0,1.0,1.0,0.8094,0.7347,0.7347,0.866,0.781,0.781
256,165,0.000729,1.0,1.0,1.0,0.8094,0.76,0.7551,0.8656,0.781,0.781
256,170,0.000474,1.0,1.0,1.0,0.7993,0.76,0.7551,0.8606,0.7664,0.7619
256,175,0.000318,1.0,1.0,1.0,0.7943,0.7843,0.7755,0.858,0.7664,0.7619
256,180,0.000139,1.0,1.0,1.0,0.7926,0.7843,0.7755,0.8591,0.7664,0.7619
256,185,0.000297,1.0,1.0,1.0,0.8177,0.7843,0.7755,0.8715,0.7664,0.7619
256,190,0.000131,1.0,1.0,1.0,0.8244,0.7843,0.7755,0.8736,0.7736,0.7714
256,195,0.000125,1.0,1.0,1.0,0.8161,0.76,0.7551,0.8725,0.7778,0.7714
256,200,0.000123,1.0,1.0,1.0,0.8161,0.76,0.7551,0.8682,0.7778,0.7714
