hidden_channels,lr,weight_decay,dropout,focal_gamma,focal_alpha,epochs,mean_auc,std_auc,mean_f1,mean_acc
128,0.0002,0.0001,0.4,0.5,0.75,200,0.6471836007130125,0.058518291942742114,0.7390324933149663,0.6185185185185185
64,0.0002,0.0001,0.4,0.5,0.5,400,0.6470172311348781,0.09877044076438408,0.7253288517629646,0.6333333333333333
128,0.001,0.001,0.4,0.5,0.5,400,0.6451633986928105,0.0916184049259966,0.7073957883213782,0.6394179894179894
64,0.001,0.0001,0.4,0.5,0.75,400,0.6450564468211527,0.07285515981212745,0.6836907536907537,0.5830687830687831
64,0.0002,0.001,0.6,0.5,0.75,600,0.644913844325609,0.10673656349871004,0.7474136715997182,0.5973544973544973
128,0.0002,0.001,0.6,0.5,0.75,400,0.6441711229946524,0.10906553128326595,0.7658012088750208,0.6402116402116402
128,0.001,0.0001,0.4,0.5,0.5,600,0.6438799762329174,0.15108818009885852,0.7343713634036215,0.625925925925926
64,0.0002,0.001,0.6,1.0,0.75,600,0.6435353535353535,0.07306323011068613,0.7599483204134367,0.625925925925926
128,0.0002,0.0001,0.6,1.0,0.75,400,0.6432026143790848,0.09703864796623185,0.7494506035969449,0.6116402116402117
64,0.0002,0.001,0.6,0.5,0.5,400,0.6430065359477124,0.09919756752158784,0.7597406390935209,0.619047619047619
128,0.0002,0.001,0.6,1.0,0.5,200,0.6424777183600712,0.13081276869070463,0.7693869768737212,0.6330687830687831
64,0.001,0.0001,0.6,0.5,0.75,600,0.6420023767082591,0.09424343251366502,0.790965580965581,0.6981481481481481
128,0.0002,0.001,0.4,1.0,0.5,400,0.6417944147355913,0.041751154434881387,0.7023199023199023,0.6333333333333333
128,0.001,0.0001,0.6,1.0,0.5,400,0.6416042780748663,0.08302414162689231,0.7757877019258093,0.6621693121693122
256,0.0002,0.0001,0.4,1.0,0.75,400,0.6403030303030304,0.06333623057008984,0.7176190476190476,0.6039682539682539
256,0.0002,0.0001,0.4,1.0,0.5,600,0.6402436125965538,0.13536799984478154,0.7706293659209884,0.6695767195767196
64,0.001,0.001,0.4,1.0,0.5,600,0.6399286987522281,0.0747034983761428,0.7776771470300288,0.6550264550264551
64,0.0002,0.0001,0.4,0.5,0.75,200,0.6387165775401069,0.06427229101902039,0.7534709734709735,0.6187830687830689
128,0.0002,0.001,0.6,0.5,0.5,200,0.6386274509803922,0.17890974958910077,0.7573569775039601,0.6187830687830688
128,0.0002,0.001,0.6,1.0,0.5,600,0.6364943553178847,0.1337929193946396,0.7644005270092226,0.6187830687830688
64,0.001,0.001,0.6,0.5,0.75,200,0.635121806298277,0.10269832498439473,0.7614414311975286,0.6404761904761904
128,0.0002,0.001,0.6,1.0,0.75,200,0.6348306595365418,0.04451756657134053,0.7614790040876998,0.625925925925926
256,0.0002,0.0001,0.6,1.0,0.75,200,0.6340285204991087,0.13720088758229476,0.7865743901377982,0.669047619047619
64,0.001,0.001,0.4,1.0,0.75,200,0.6334343434343433,0.047322902482752324,0.7346124031007751,0.6333333333333333
64,0.0002,0.0001,0.4,1.0,0.75,400,0.6331253713606654,0.051905187633923565,0.7509660800597111,0.6330687830687831
64,0.0002,0.001,0.4,0.5,0.5,200,0.6317587641117053,0.14393990104317822,0.7678787878787878,0.6330687830687831
64,0.0002,0.001,0.6,0.5,0.75,200,0.6311289364230541,0.09172324339299355,0.7644005270092226,0.6187830687830688
64,0.0002,0.0001,0.4,0.5,0.75,600,0.6295424836601307,0.0955389081326099,0.7519463494846365,0.6116402116402117
64,0.0002,0.0001,0.6,0.5,0.75,400,0.6289067142008318,0.1563202325643519,0.783823326432022,0.6621693121693122
64,0.0002,0.001,0.4,1.0,0.75,200,0.6289007724301842,0.04616847710050357,0.7369696969696969,0.6044973544973545
128,0.001,0.001,0.6,1.0,0.5,400,0.6273737373737374,0.11789460862713577,0.7696783047870005,0.6616402116402116
64,0.0002,0.0001,0.6,0.5,0.75,200,0.6262448009506834,0.11879468048205684,0.767834870443566,0.625925925925926
128,0.0002,0.0001,0.6,0.5,0.75,600,0.6259655377302435,0.1088703616720163,0.7728213203080647,0.6402116402116402
64,0.0002,0.0001,0.4,1.0,0.75,600,0.6248068924539513,0.09235917422491634,0.7667237593324548,0.6330687830687831
64,0.0002,0.0001,0.6,1.0,0.75,400,0.6240819964349376,0.08829955707319259,0.767834870443566,0.625925925925926
128,0.0002,0.0001,0.4,0.5,0.5,400,0.6234224598930481,0.07410028270792786,0.7575059850075523,0.6330687830687831
64,0.0002,0.001,0.6,1.0,0.75,200,0.6218003565062389,0.13218289850370996,0.7589898989898989,0.6116402116402117
64,0.001,0.0001,0.6,0.5,0.5,400,0.6206833036244801,0.05481796065408233,0.7666227492314448,0.6473544973544973
64,0.0002,0.001,0.4,1.0,0.5,400,0.6185977421271539,0.12318156994501488,0.779638622247318,0.6616402116402116
64,0.0002,0.001,0.6,0.5,0.5,600,0.6183541295306002,0.15349994302928535,0.7685137085137086,0.6473544973544973
64,0.0002,0.001,0.6,1.0,0.5,200,0.6180808080808081,0.11332944248771579,0.7537256014995358,0.619047619047619
128,0.0002,0.001,0.4,0.5,0.75,400,0.6174390968508616,0.10074304987126324,0.7614273245011364,0.6256613756613756
64,0.001,0.0001,0.6,1.0,0.75,400,0.6141354723707664,0.05163613521982031,0.7574853801169591,0.6402116402116402
64,0.0002,0.0001,0.6,0.5,0.5,600,0.6126084373143197,0.11699022847352433,0.7714289507818325,0.6330687830687831
64,0.0002,0.001,0.4,1.0,0.75,600,0.6125311942959002,0.13243289805909608,0.7644005270092226,0.6187830687830688
128,0.0002,0.0001,0.6,1.0,0.5,200,0.611301247771836,0.10351160947494727,0.7626333098426121,0.6330687830687831
64,0.0002,0.0001,0.6,0.5,0.5,400,0.6103267973856209,0.10870369871925398,0.7644005270092226,0.6187830687830688
128,0.0002,0.001,0.4,1.0,0.75,600,0.6098217468805704,0.05231777338248599,0.7406415506415506,0.625925925925926
64,0.0002,0.0001,0.6,0.5,0.5,200,0.6079025549613786,0.14898593400484242,0.7677210644652506,0.6333333333333333
64,0.0002,0.001,0.4,0.5,0.75,200,0.6053951277480689,0.06542182949224556,0.773949248583395,0.6552910052910054
128,0.0002,0.0001,0.6,1.0,0.5,600,0.6034581105169341,0.13192713634277603,0.7769208522124746,0.6616402116402116
128,0.0002,0.001,0.6,1.0,0.5,400,0.5977599524658348,0.14071264265331823,0.7783748214486333,0.655026455026455
64,0.0002,0.001,0.6,1.0,0.5,600,0.5949316696375521,0.12497847499161936,0.7644005270092226,0.6187830687830688
128,0.0002,0.001,0.6,0.5,0.75,600,0.5941770647653002,0.12486246696459452,0.7832894158981116,0.6544973544973545
64,0.0002,0.0001,0.6,1.0,0.5,200,0.5884313725490196,0.11307204467152576,0.7644005270092226,0.6187830687830688
128,0.0002,0.0001,0.6,0.5,0.5,400,0.5874272133095663,0.08722801499820433,0.7717598343685299,0.6335978835978835
64,0.0002,0.001,0.4,1.0,0.75,400,0.5871301247771836,0.10935937978411156,0.7732894158981114,0.6402116402116402
64,0.0002,0.0001,0.4,0.5,0.5,600,0.5680392156862746,0.1325823839324261,0.761015514089326,0.625925925925926
128,0.0002,0.001,0.6,0.5,0.75,200,0.5610814022578728,0.18251937226520934,0.7621783047870003,0.6187830687830689
64,0.0002,0.0001,0.6,1.0,0.75,200,0.5530303030303031,0.11640141617835723,0.767834870443566,0.625925925925926
256,0.0002,0.001,0.6,0.5,0.5,400,0.5481521093285799,0.1684747616731108,0.7721942537503178,0.655026455026455
64,0.0002,0.0001,0.6,1.0,0.5,600,0.4887165775401069,0.11897817687094885,0.7451397697909325,0.5973544973544973
